image_id,gt_label,pseudo_label,classifier_prob
39560,0,1,0.5109714269638062
83061,0,0,0.489029586315155
46928,0,0,0.4891382157802582
9248,0,0,0.4891858696937561
30829,0,0,0.4892582595348358
16520,1,1,0.4893267154693603
93126,0,-1,0.4894255995750427
91537,1,1,0.5105717182159424
72945,1,-1,0.5105712413787842
54708,0,0,0.4894313216209411
18926,0,1,0.5105629563331604
85741,0,0,0.4895205497741699
12754,0,0,0.489541232585907
32695,0,0,0.4895677864551544
48917,1,-1,0.489568293094635
57103,0,1,0.5103991031646729
80957,1,-1,0.489630252122879
10692,0,0,0.4896694719791412
81904,1,1,0.5103077292442322
34670,1,0,0.4896994829177856
64532,1,-1,0.489762395620346
82941,0,1,0.5102134943008423
45930,0,1,0.5101948380470276
41925,1,-1,0.5101815462112427
16537,0,1,0.5101797580718994
54728,0,0,0.489854633808136
14259,1,-1,0.4899186193943023
76489,0,-1,0.4899239838123321
51387,1,-1,0.4899303615093231
64153,1,-1,0.4899680614471435
98670,1,-1,0.4899839758872986
64175,0,0,0.4900010228157043
28639,0,-1,0.4900024235248565
48391,0,0,0.509978711605072
21405,0,0,0.4901362955570221
9785,0,0,0.490137368440628
38697,0,1,0.5098574161529541
51367,1,-1,0.4901435077190399
86914,1,1,0.5098555684089661
19647,0,-1,0.5098004937171936
68941,0,1,0.5097968578338623
83025,1,1,0.5097438097000122
34806,0,-1,0.5097429156303406
80154,0,0,0.4902646243572235
56128,1,-1,0.4902748763561249
84265,1,-1,0.5097096562385559
54038,0,-1,0.4902984201908111
74198,1,1,0.509644091129303
56812,0,-1,0.49036905169487
96423,0,1,0.5096304416656494
23478,0,1,0.5096141695976257
9465,1,1,0.5096057653427124
35740,0,-1,0.490419864654541
34217,0,0,0.4904643595218658
97184,0,0,0.4904786944389343
26894,0,-1,0.5094989538192749
29475,0,-1,0.4905382990837097
79032,1,1,0.5094527006149292
59163,0,0,0.4905510246753692
42871,1,1,0.490591824054718
74913,0,0,0.4905988276004791
17536,0,0,0.4906378388404846
17948,1,1,0.5093536972999573
20851,1,-1,0.4906603991985321
78619,0,0,0.4906924366950989
48739,1,1,0.5092941522598267
76285,1,-1,0.4907446205615997
50738,1,-1,0.4907459914684295
61492,0,0,0.4907591044902801
69708,0,0,0.4907702803611755
83794,0,0,0.4907976984977722
26085,0,0,0.490849882364273
36910,0,0,0.4908582270145416
71396,1,1,0.509135365486145
71302,0,-1,0.5090534687042236
47518,1,0,0.4909602701663971
90574,1,-1,0.4909765422344208
50236,0,1,0.5090069770812988
57490,0,-1,0.4910227954387665
5148,1,1,0.5089201331138611
83907,1,-1,0.4911259412765503
28610,1,-1,0.4911388754844665
98574,0,0,0.508857011795044
70324,1,1,0.5088281631469727
40257,1,1,0.5088258385658264
87260,0,0,0.4912149906158447
51476,1,1,0.508780300617218
82603,1,0,0.4912560582160949
50149,0,0,0.4913000166416168
49618,0,-1,0.5086914300918579
81625,0,-1,0.5086796879768372
43527,0,0,0.49144047498703
43185,0,0,0.4914897680282593
89245,1,-1,0.491492211818695
87409,1,-1,0.4914945662021637
6725,0,1,0.5085012316703796
12094,0,0,0.4915837943553924
63051,0,-1,0.5083949565887451
58971,0,0,0.4916085600852966
80576,1,-1,0.4917090237140655
83076,1,-1,0.4917677640914917
95376,1,1,0.5081859230995178
95724,0,0,0.4918238222599029
67195,1,1,0.5081695318222046
34180,1,1,0.4918351173400879
25170,0,-1,0.4918622970581054
42816,1,-1,0.4918625652790069
15029,1,0,0.4918984472751617
57260,0,0,0.5080291032791138
72638,0,0,0.4920060038566589
47569,1,-1,0.492035835981369
70865,0,-1,0.5079490542411804
42608,0,-1,0.4920704960823059
10725,0,0,0.4921165108680725
72634,0,0,0.4921335875988006
46017,0,-1,0.4921348690986633
46027,1,-1,0.4921388924121856
42315,0,1,0.5078287720680237
29507,0,0,0.4921816289424896
19426,0,-1,0.5077314376831055
83125,1,1,0.4922715127468109
65273,1,1,0.5077226161956787
63105,0,1,0.5077029466629028
80593,0,1,0.5076698064804077
23754,1,-1,0.4923421442508697
52130,0,1,0.507646918296814
35168,0,0,0.4923564791679382
59034,0,0,0.4923864006996155
61250,0,0,0.4924272298812866
75382,1,1,0.5075539946556091
62301,0,-1,0.4924608170986175
52761,0,1,0.50750732421875
5421,0,-1,0.4926176071166992
27395,0,-1,0.5073751211166382
82651,1,0,0.4926448166370392
36240,0,0,0.5072967410087585
7465,0,-1,0.4927046597003937
79512,0,0,0.4927140176296234
17392,0,0,0.4927350282669067
48216,0,-1,0.4927485883235931
35048,1,-1,0.4927675724029541
89314,0,0,0.4928735792636871
28613,1,1,0.5071117877960205
91052,1,-1,0.4929088056087494
82705,1,-1,0.4929329752922058
20183,1,-1,0.4929461181163788
26409,0,0,0.4929622113704681
63201,0,0,0.492971271276474
26489,0,0,0.4930068254470825
98154,0,0,0.4930257201194763
43259,0,1,0.5069738626480103
92581,0,-1,0.5069719552993774
16849,1,-1,0.4930332601070404
62158,1,1,0.5069666504859924
20673,0,0,0.4930693209171295
92481,1,1,0.5069196820259094
51687,0,-1,0.4930865466594696
7582,0,0,0.4931087493896484
17234,0,-1,0.4931124448776245
31406,0,0,0.4931908249855041
38574,0,0,0.4932432174682617
90378,0,0,0.4932548701763153
37859,1,1,0.5067088603973389
2467,0,-1,0.4932918846607208
98425,1,1,0.5067005157470703
13602,0,-1,0.4933138191699981
21804,0,-1,0.4933406710624695
40385,1,1,0.5065889358520508
89320,0,0,0.493422269821167
19248,0,-1,0.493434190750122
61407,0,0,0.4934728443622589
49021,0,0,0.5065116882324219
17965,0,0,0.4934925734996795
64870,1,1,0.5065032243728638
86329,1,1,0.5065004825592041
87235,0,0,0.4935069680213928
31678,0,-1,0.4935121536254883
40629,0,0,0.493525743484497
5912,0,0,0.4935658574104309
39158,0,0,0.4935756921768188
61347,0,-1,0.4935769140720367
86504,0,0,0.4936023950576782
37829,0,-1,0.493640273809433
71095,1,1,0.5063520073890686
94860,0,-1,0.5063206553459167
49670,1,1,0.5063143968582153
3268,0,0,0.4937048256397247
31640,1,-1,0.4937686026096344
26538,0,0,0.4937712252140045
80925,0,0,0.5061917901039124
18257,1,-1,0.5061843991279602
37185,1,0,0.4938457310199737
4918,0,-1,0.493850439786911
42687,0,-1,0.4938536584377289
30591,0,0,0.4938630759716034
56938,0,-1,0.493875116109848
27468,1,-1,0.4939042925834656
41637,0,0,0.4939173758029938
76214,1,-1,0.4939607977867126
96517,1,1,0.5059253573417664
9251,1,-1,0.4941039383411407
7436,0,-1,0.5058920979499817
82673,0,0,0.5058910250663757
20318,0,0,0.4941785633563995
37504,0,0,0.494243323802948
51304,0,0,0.4942712783813476
40826,0,0,0.505726158618927
74920,0,-1,0.5057246088981628
41037,1,-1,0.494290143251419
47918,1,-1,0.4943557381629944
19742,1,-1,0.5056079626083374
79205,0,0,0.4944235682487488
39704,0,-1,0.505565345287323
48932,0,-1,0.4944735765457153
80742,1,1,0.505519449710846
43658,0,0,0.4945389926433563
78125,1,1,0.505439043045044
12936,1,1,0.5054211020469666
60254,0,0,0.4945934116840362
41538,1,-1,0.494604080915451
46510,0,0,0.4946274161338806
18294,0,-1,0.4946988821029663
25096,0,-1,0.494706928730011
19326,0,1,0.5052884817123413
67413,0,0,0.4947208762168884
15064,1,1,0.4947982728481293
28319,0,1,0.5051959753036499
83152,1,-1,0.4948111176490783
35786,0,-1,0.5051695704460144
97604,0,0,0.4948630630970001
13478,0,0,0.4948634207248688
95478,1,1,0.5050752758979797
21089,1,0,0.4949424266815185
52936,0,-1,0.5050374865531921
50372,0,1,0.5049918293952942
74310,0,-1,0.4950195252895355
23074,0,1,0.5049763917922974
29148,0,0,0.5049677491188049
76581,1,-1,0.4950451254844665
58421,0,1,0.5048964023590088
18296,0,-1,0.4951164722442627
36842,0,1,0.5048520565032959
64531,0,0,0.4951693713665008
36945,0,1,0.5047582983970642
47629,1,1,0.5047301054000854
32490,1,0,0.4953001141548157
84593,0,0,0.495320200920105
65087,0,0,0.4953541159629822
82549,0,-1,0.4953849017620086
86071,1,1,0.5046144127845764
20435,0,0,0.4953916668891907
45297,0,-1,0.4953997433185577
16874,0,1,0.5045984983444214
46182,0,0,0.4954039752483368
37459,0,-1,0.4954164922237396
27169,1,-1,0.4954525530338287
23048,0,0,0.495477944612503
58476,0,0,0.5045129060745239
63548,0,0,0.4954935610294342
20146,0,-1,0.5044975876808167
9843,1,1,0.4955461919307709
19752,0,1,0.5043617486953735
57630,1,-1,0.4956639111042022
93208,1,1,0.4956725835800171
49017,0,-1,0.4956790208816528
94356,0,0,0.5043138265609741
79581,1,0,0.4957044422626495
43096,0,0,0.4957523047924042
37204,0,0,0.4957629144191742
49153,1,1,0.5042366981506348
68713,0,0,0.5042213797569275
89743,0,0,0.4957799017429352
29463,0,-1,0.5041569471359253
16298,0,1,0.5041227340698242
74609,1,1,0.5040464401245117
50286,1,1,0.4959603548049927
36429,0,1,0.5040360689163208
68901,0,0,0.4960104525089264
31029,0,1,0.5039657354354858
21583,0,-1,0.4960398972034454
59743,0,1,0.5039424896240234
3296,0,-1,0.4960675835609436
19507,0,0,0.4961504340171814
91845,0,0,0.5038316249847412
92501,1,-1,0.4961774349212646
70562,0,0,0.4961778521537781
86159,1,-1,0.4961916506290436
3845,1,-1,0.4962045550346374
98756,1,1,0.5037628412246704
25093,0,0,0.5037468671798706
1974,1,-1,0.4962604641914367
98506,0,-1,0.496365338563919
57298,0,0,0.5036304593086243
52780,0,-1,0.5036283731460571
95064,0,-1,0.4964130520820617
32549,1,1,0.4964238405227661
21809,0,1,0.5035532712936401
34698,0,0,0.4964552223682403
32798,0,0,0.4964829087257385
58027,0,1,0.503493070602417
6847,0,0,0.5034840703010559
75921,0,1,0.5034838318824768
84653,1,1,0.5034437775611877
80769,0,0,0.4965913593769073
4786,1,-1,0.4965928196907043
7592,0,1,0.4966008365154266
87263,1,1,0.50336754322052
37296,0,0,0.4966558218002319
64320,0,1,0.5033409595489502
87125,0,-1,0.4966624677181244
7916,0,1,0.5033318400382996
67312,0,0,0.4966792166233063
97045,0,-1,0.4966796934604645
92768,1,-1,0.4966858029365539
5781,0,-1,0.4966883957386017
86934,1,1,0.5032950043678284
57284,0,1,0.4967271089553833
32617,0,0,0.496729165315628
4976,0,0,0.5032525658607483
29675,1,-1,0.4967593252658844
71528,0,1,0.5032387971878052
62178,1,1,0.5032262802124023
38609,0,0,0.5031885504722595
58674,0,-1,0.4969059824943542
25401,1,1,0.5030250549316406
45197,0,0,0.4969851970672607
49810,0,0,0.497030109167099
18274,1,1,0.5029504895210266
9827,0,1,0.5029358863830566
38251,0,0,0.4970937371253967
89123,1,1,0.5028820633888245
35608,1,-1,0.4971250891685486
18029,0,1,0.502851665019989
81624,1,1,0.5028481483459473
13276,0,0,0.4971605539321899
72358,0,-1,0.4971808195114136
26903,0,-1,0.5027520656585693
46387,0,0,0.4972582757472992
59380,0,-1,0.5027051568031311
70851,0,1,0.5026795268058777
76098,0,0,0.497353732585907
46270,1,1,0.5026374459266663
36751,0,-1,0.4973836541175842
25901,1,-1,0.5026161670684814
74061,1,1,0.5025982856750488
12495,0,-1,0.5025964975357056
61859,1,0,0.4974497258663177
4619,1,1,0.5025256276130676
42160,0,-1,0.502494215965271
87149,1,1,0.5024917125701904
71309,0,0,0.4975181519985199
94013,0,-1,0.4975271224975586
61527,0,0,0.4975930154323578
29851,1,-1,0.4975963234901428
52867,1,-1,0.5023977756500244
71943,0,-1,0.4976113140583038
18074,1,-1,0.4976223409175873
7248,1,-1,0.5023297667503357
79516,0,1,0.5023181438446045
79425,0,-1,0.5023157596588135
91786,1,0,0.4976958036422729
42056,1,1,0.5022974610328674
59048,0,0,0.4977611899375915
12649,0,1,0.5022205114364624
15236,0,-1,0.5022029280662537
58329,0,0,0.4978212118148803
27416,1,-1,0.4978266358375549
1842,0,0,0.4978511035442352
2987,0,-1,0.5021302103996277
49762,0,-1,0.5021209716796875
24395,1,1,0.5021031498908997
71836,0,0,0.4979029893875122
74890,1,0,0.5020911693572998
95684,0,-1,0.4979098439216614
94620,0,0,0.5020874738693237
87639,0,0,0.5020673274993896
69415,0,0,0.4979342818260193
85034,1,-1,0.4979442059993744
14283,0,1,0.5020233392715454
3759,0,-1,0.4980394542217254
45609,0,1,0.5018963813781738
40716,0,1,0.5018944144248962
14263,0,-1,0.5018605589866638
45691,1,1,0.5018531680107117
68327,1,1,0.5018465518951416
75192,0,0,0.4981655776500702
74901,0,0,0.5018095970153809
93728,1,1,0.5017943382263184
85132,0,1,0.5017791986465454
51682,1,1,0.5017709732055664
82593,1,1,0.5017406344413757
48309,0,1,0.5017294883728027
92375,1,1,0.501640260219574
75209,1,1,0.5016178488731384
80152,0,1,0.5015878677368164
17493,1,1,0.5015617609024048
48930,1,1,0.5015502572059631
79845,0,0,0.498522013425827
83150,1,0,0.5014678239822388
10345,0,-1,0.5014377236366272
27860,1,-1,0.4985654950141907
12039,0,0,0.4985945522785187
43085,0,1,0.5013996362686157
12675,0,-1,0.4986010789871216
85439,1,1,0.5013920664787292
71265,0,0,0.4986392557621002
98157,0,0,0.4986529946327209
50413,0,0,0.5013262629508972
64789,0,-1,0.4987090826034546
64720,1,-1,0.4987166821956634
4986,0,1,0.5012674331665039
10948,1,1,0.5012378692626953
71390,0,0,0.4987680315971374
84209,0,-1,0.5011894106864929
32416,0,0,0.4988331794738769
96127,0,0,0.498858630657196
62108,0,0,0.5011031627655029
95803,1,-1,0.4989127814769745
94786,0,1,0.5010745525360107
59237,0,0,0.4989610016345978
56942,0,0,0.4989722669124603
30896,0,0,0.4989838302135467
21936,0,0,0.5010077953338623
96845,0,0,0.4990118145942688
38706,0,0,0.5009701251983643
76491,0,0,0.4990429282188415
23068,0,0,0.5009371042251587
42156,0,0,0.4990898370742798
73814,0,0,0.5008991956710815
41086,1,-1,0.4991167187690735
81705,0,-1,0.499129980802536
65207,0,1,0.500849187374115
29083,0,0,0.4991512894630432
16920,0,0,0.4991958439350128
18963,1,1,0.5007965564727783
76035,0,-1,0.4992581903934479
63501,0,1,0.5007346868515015
27048,0,-1,0.4993834495544433
8641,0,1,0.5006084442138672
59824,1,1,0.5005698204040527
27405,1,0,0.4994360506534576
72936,1,0,0.4994464218616485
27854,0,-1,0.5005449056625366
37084,0,-1,0.5004980564117432
82563,0,0,0.4995063543319702
81946,0,-1,0.49951171875
36092,0,0,0.500453770160675
23158,1,1,0.5004499554634094
80241,0,-1,0.4995571672916412
20195,1,-1,0.4995661079883575
94725,0,-1,0.5004096031188965
2935,0,-1,0.4995931088924408
87649,0,0,0.4996003806591034
27436,0,0,0.499607503414154
37294,0,1,0.5003918409347534
40372,1,1,0.5003815293312073
12958,1,-1,0.4996366202831268
31709,0,0,0.5003621578216553
32576,0,-1,0.4996532201766968
68520,0,1,0.5003357529640198
52619,0,-1,0.4997053146362304
71380,0,0,0.4997371137142181
30518,0,-1,0.4997458457946777
31809,0,-1,0.4997490048408508
83607,0,-1,0.5002386569976807
90345,0,0,0.5001754760742188
92734,0,-1,0.5001662373542786
17458,0,1,0.5001382827758789
72964,0,0,0.4998719394207001
45016,0,-1,0.5001252293586731
79053,0,-1,0.4998920261859894
27634,0,-1,0.4999081194400787
34671,0,1,0.5000683069229126
84620,1,-1,0.5000605583190918
76032,0,1,0.5000500082969666
29764,0,0,0.4999755620956421
