image_id,gt_label,pseudo_label,pseudo_label_prob
35640,0,1,0.5147215723991394
58674,0,0,0.49690598249435425
8641,0,1,0.5006084442138672
54038,0,0,0.49029842019081116
37284,1,1,0.5155997276306152
87263,1,1,0.50336754322052
84209,0,1,0.5011894106864929
31406,0,0,0.49319082498550415
74198,1,1,0.509644091129303
70851,0,1,0.5026795268058777
49618,0,1,0.5086914300918579
61347,0,0,0.49357691407203674
50286,1,0,0.4959603548049927
21936,0,1,0.5010077953338623
28639,0,0,0.49000242352485657
34698,0,0,0.49645522236824036
71380,0,0,0.49973711371421814
32549,1,0,0.4964238405227661
83025,1,1,0.5097438097000122
29463,0,1,0.5041569471359253
49725,0,1,0.5126376748085022
58176,0,1,0.5171176195144653
40257,1,1,0.5088258385658264
42315,0,1,0.5078287720680237
6375,0,0,0.48710745573043823
15298,0,1,0.5118816494941711
35017,0,0,0.4882686734199524
48216,0,0,0.49274858832359314
3845,1,0,0.49620455503463745
60451,1,1,0.5161025524139404
23158,1,1,0.5004499554634094
68713,0,1,0.5042213797569275
98574,0,1,0.508857011795044
93208,1,0,0.4956725835800171
72490,0,0,0.4864867627620697
18257,1,1,0.5061843991279602
7285,0,0,0.4889459013938904
98425,1,1,0.5067005157470703
79385,0,0,0.4863310158252716
79845,0,0,0.498522013425827
51304,0,0,0.49427127838134766
5912,0,0,0.4935658574104309
16874,0,1,0.5045984983444214
79425,0,1,0.5023157596588135
89314,0,0,0.49287357926368713
32695,0,0,0.4895677864551544
95478,1,1,0.5050752758979797
49153,1,1,0.5042366981506348
5719,1,1,0.5150734186172485
49810,0,0,0.497030109167099
92375,1,1,0.501640260219574
31495,0,0,0.48393452167510986
18294,0,0,0.4946988821029663
61257,0,0,0.48123374581336975
31640,1,0,0.4937686026096344
8476,0,0,0.488746702671051
83907,1,0,0.4911259412765503
50372,0,1,0.5049918293952942
3418,0,0,0.48792609572410583
83125,1,0,0.4922715127468109
23416,0,0,0.48821592330932617
96127,0,0,0.49885863065719604
17493,1,1,0.5015617609024048
63578,0,0,0.4768456220626831
17458,0,1,0.5001382827758789
23478,0,1,0.5096141695976257
78302,0,0,0.48780810832977295
6725,0,1,0.5085012316703796
76032,0,1,0.5000500082969666
54708,0,0,0.48943132162094116
18546,0,0,0.4884403944015503
52867,1,1,0.5023977756500244
29675,1,0,0.4967593252658844
69503,0,0,0.48644405603408813
84563,1,0,0.4873754680156708
96845,0,0,0.4990118145942688
73814,0,1,0.5008991956710815
95684,0,0,0.4979098439216614
42503,1,0,0.4850361943244934
50413,0,1,0.5013262629508972
67843,1,1,0.5149061679840088
40372,1,1,0.5003815293312073
4719,0,0,0.4788748621940613
5421,0,0,0.4926176071166992
64175,0,0,0.49000102281570435
36910,0,0,0.4908582270145416
26085,0,0,0.49084988236427307
39158,0,0,0.49357569217681885
10692,0,0,0.48966947197914124
42816,1,0,0.49186256527900696
71396,1,1,0.509135365486145
49762,0,1,0.5021209716796875
2548,0,0,0.4844423830509186
87125,0,0,0.4966624677181244
42608,0,0,0.4920704960823059
29851,1,0,0.4975963234901428
64153,1,0,0.48996806144714355
6945,0,1,0.5117543935775757
74609,1,1,0.5040464401245117
35168,0,0,0.49235647916793823
43085,0,1,0.5013996362686157
97184,0,0,0.4904786944389343
58329,0,0,0.49782121181488037
57630,1,0,0.49566391110420227
76035,0,0,0.4992581903934479
94571,1,1,0.5145901441574097
83794,0,0,0.4907976984977722
79680,1,0,0.4817107915878296
21089,1,0,0.49494242668151855
87261,1,1,0.5258115530014038
81625,0,1,0.5086796879768372
50471,1,1,0.5140016674995422
27169,1,0,0.49545255303382874
37084,0,1,0.5004980564117432
48917,1,0,0.489568293094635
75230,0,1,0.5209175944328308
91786,1,0,0.49769580364227295
6847,0,1,0.5034840703010559
1293,0,0,0.4833815395832062
69708,0,0,0.49077028036117554
96517,1,1,0.5059253573417664
56812,0,0,0.49036905169487
83607,0,1,0.5002386569976807
18274,1,1,0.5029504895210266
18296,0,0,0.4951164722442627
32576,0,0,0.4996532201766968
8147,0,0,0.47923001646995544
60254,0,0,0.49459341168403625
85034,1,0,0.4979442059993744
85741,0,0,0.4895205497741699
30896,0,0,0.49898383021354675
59743,0,1,0.5039424896240234
69728,1,1,0.5156698226928711
72638,0,0,0.49200600385665894
3124,0,0,0.4878588020801544
6985,0,0,0.48853248357772827
12086,1,0,0.4761204421520233
63712,1,0,0.48564088344573975
64385,0,0,0.4818650186061859
37294,0,1,0.5003918409347534
30675,1,0,0.4568779468536377
26419,0,0,0.4766308665275574
10839,0,0,0.48498308658599854
61407,0,0,0.4934728443622589
98154,0,0,0.4930257201194763
75382,1,1,0.5075539946556091
63501,0,1,0.5007346868515015
25096,0,0,0.494706928730011
19752,0,1,0.5043617486953735
38109,0,0,0.4886764883995056
36240,0,1,0.5072967410087585
80576,1,0,0.49170902371406555
42871,1,0,0.490591824054718
57260,0,1,0.5080291032791138
34960,0,0,0.4887073040008545
71302,0,1,0.5090534687042236
50263,1,0,0.48734742403030396
59163,0,0,0.49055102467536926
70865,0,1,0.5079490542411804
98756,1,1,0.5037628412246704
87126,1,0,0.4809475839138031
32490,1,0,0.4953001141548157
34587,0,1,0.5113566517829895
61207,1,1,0.5205662250518799
95724,0,0,0.49182382225990295
29507,0,0,0.4921816289424896
86705,0,0,0.4877881407737732
70196,1,1,0.5152525305747986
63105,0,1,0.5077029466629028
19507,0,0,0.4961504340171814
60841,1,1,0.5291797518730164
20738,1,1,0.5243212580680847
7436,0,1,0.5058920979499817
27860,1,0,0.4985654950141907
57298,0,1,0.5036304593086243
89320,0,0,0.493422269821167
27395,0,1,0.5073751211166382
19326,0,1,0.5052884817123413
30518,0,0,0.49974584579467773
67413,0,0,0.4947208762168884
98714,1,1,0.5136444568634033
45316,1,0,0.47698938846588135
83296,0,1,0.51324862241745
87649,0,0,0.4996003806591034
12495,0,1,0.5025964975357056
45016,0,1,0.5001252293586731
69842,0,0,0.46870729327201843
48739,1,1,0.5092941522598267
26409,0,0,0.49296221137046814
24061,0,1,0.511762797832489
40629,0,0,0.49352574348449707
94860,0,1,0.5063206553459167
61492,0,0,0.49075910449028015
37829,0,0,0.493640273809433
26489,0,0,0.4930068254470825
75092,1,1,0.5174599289894104
38574,0,0,0.4932432174682617
86504,0,0,0.4936023950576782
89743,0,0,0.4957799017429352
7463,0,0,0.4652516841888428
46387,0,0,0.4972582757472992
23048,0,0,0.49547794461250305
20146,0,1,0.5044975876808167
9615,0,0,0.48165711760520935
58019,1,1,0.5119426250457764
14728,0,0,0.4860031008720398
15846,0,0,0.48810699582099915
62301,0,0,0.49246081709861755
12604,0,0,0.4889293611049652
83257,0,0,0.4797370433807373
79614,1,1,0.5189493298530579
78125,1,1,0.505439043045044
31205,0,0,0.4887458384037018
89123,1,1,0.5028820633888245
61250,0,0,0.4924272298812866
16849,1,0,0.4930332601070404
56938,0,0,0.493875116109848
63201,0,0,0.492971271276474
47136,1,0,0.4889785051345825
37296,0,0,0.49665582180023193
14263,0,1,0.5018605589866638
79581,1,0,0.49570444226264954
27405,1,0,0.49943605065345764
68429,0,0,0.48712775111198425
27468,1,0,0.4939042925834656
9827,0,1,0.5029358863830566
67195,1,1,0.5081695318222046
62178,1,1,0.5032262802124023
94356,0,1,0.5043138265609741
29475,0,0,0.4905382990837097
13276,0,0,0.49716055393218994
34180,1,0,0.4918351173400879
12754,0,0,0.489541232585907
73926,0,0,0.48863306641578674
87149,1,1,0.5024917125701904
46980,0,1,0.5162014961242676
20673,0,0,0.4930693209171295
56791,0,1,0.5127694010734558
91367,1,1,0.5161833167076111
76098,0,0,0.497353732585907
26894,0,1,0.5094989538192749
16537,0,1,0.5101797580718994
34670,1,0,0.48969948291778564
51682,1,1,0.5017709732055664
49021,0,1,0.5065116882324219
90574,1,0,0.4909765422344208
98072,0,1,0.5163025856018066
80154,0,0,0.4902646243572235
23071,0,0,0.48576879501342773
58027,0,1,0.503493070602417
48103,0,1,0.5235403180122375
64321,0,0,0.47171276807785034
62158,1,1,0.5069666504859924
37459,0,0,0.4954164922237396
82705,1,0,0.4929329752922058
74913,0,0,0.4905988276004791
59203,1,0,0.48279881477355957
94013,0,0,0.4975271224975586
42687,0,0,0.4938536584377289
97045,0,0,0.4966796934604645
26903,0,1,0.5027520656585693
93728,1,1,0.5017943382263184
67142,1,0,0.47966599464416504
62108,0,1,0.5011031627655029
52837,1,1,0.5123181939125061
37214,0,0,0.488696426153183
57103,0,1,0.5103991031646729
43259,0,1,0.5069738626480103
78902,0,1,0.5184614658355713
83152,1,0,0.49481111764907837
9843,1,0,0.4955461919307709
14259,1,0,0.48991861939430237
71943,0,0,0.49761131405830383
70825,0,1,0.5155234336853027
85439,1,1,0.5013920664787292
70324,1,1,0.5088281631469727
78091,0,0,0.48828020691871643
27436,0,0,0.49960750341415405
68520,0,1,0.5003357529640198
67125,0,0,0.4866417646408081
46928,0,0,0.4891382157802582
21809,0,1,0.5035532712936401
82563,0,0,0.4995063543319702
16920,0,0,0.4991958439350128
40385,1,1,0.5065889358520508
20435,0,0,0.4953916668891907
71309,0,0,0.4975181519985199
25401,1,1,0.5030250549316406
39560,0,1,0.5109714269638062
45609,0,1,0.5018963813781738
85964,0,0,0.4862106442451477
20498,0,0,0.48037752509117126
86437,0,1,0.5135810375213623
45297,0,0,0.49539974331855774
31678,0,0,0.4935121536254883
54301,1,1,0.511910080909729
51687,0,0,0.4930865466594696
29764,0,0,0.4999755620956421
79512,0,0,0.4927140176296234
63051,0,1,0.5083949565887451
79516,0,1,0.5023181438446045
17234,0,0,0.4931124448776245
75018,0,0,0.48611873388290405
65273,1,1,0.5077226161956787
2935,0,0,0.4995931088924408
5214,1,0,0.4785447418689728
72358,0,0,0.4971808195114136
36429,0,1,0.5040360689163208
47985,0,0,0.48888957500457764
1576,0,0,0.48686936497688293
82673,0,1,0.5058910250663757
40865,1,1,0.5149720907211304
71528,0,1,0.5032387971878052
10345,0,1,0.5014377236366272
13602,0,0,0.49331381916999817
46027,1,0,0.49213889241218567
2467,0,0,0.4932918846607208
13045,0,0,0.48616263270378113
16059,0,0,0.47814804315567017
92370,0,0,0.48775508999824524
92501,1,0,0.49617743492126465
52068,0,0,0.48474928736686707
58971,0,0,0.49160856008529663
9785,0,0,0.49013736844062805
41637,0,0,0.4939173758029938
51248,0,0,0.4786054790019989
71265,0,0,0.4986392557621002
5781,0,0,0.4966883957386017
32617,0,0,0.49672916531562805
23754,1,0,0.49234214425086975
50236,0,1,0.5090069770812988
58637,0,0,0.48736703395843506
81624,1,1,0.5028481483459473
71836,0,0,0.4979029893875122
36092,0,1,0.500453770160675
18963,1,1,0.5007965564727783
98670,1,0,0.4899839758872986
41769,0,0,0.47973495721817017
27048,0,0,0.49938344955444336
74310,0,0,0.4950195252895355
65087,0,0,0.4953541159629822
69415,0,0,0.4979342818260193
52978,0,0,0.48725083470344543
5468,0,0,0.48393696546554565
94620,0,1,0.5020874738693237
41086,1,0,0.4991167187690735
28613,1,1,0.5071117877960205
19248,0,0,0.49343419075012207
43527,0,0,0.49144047498703003
37185,1,0,0.49384573101997375
46172,0,0,0.48100411891937256
18074,1,0,0.4976223409175873
31960,1,1,0.5421656370162964
71095,1,1,0.5063520073890686
61859,1,0,0.49744972586631775
83150,1,1,0.5014678239822388
47918,1,0,0.4943557381629944
50149,0,0,0.4913000166416168
37204,0,0,0.4957629144191742
25170,0,0,0.49186229705810547
30591,0,0,0.4938630759716034
26538,0,0,0.4937712252140045
98157,0,0,0.49865299463272095
34217,0,0,0.49046435952186584
32416,0,0,0.49883317947387695
49758,0,0,0.4806158244609833
15064,1,0,0.4947982728481293
94786,0,1,0.5010745525360107
32650,0,1,0.5173402428627014
34078,0,0,0.48530423641204834
29148,0,1,0.5049677491188049
18926,0,1,0.5105629563331604
38251,0,0,0.49709373712539673
74920,0,1,0.5057246088981628
45691,1,1,0.5018531680107117
91537,1,1,0.5105717182159424
76214,1,0,0.49396079778671265
79053,0,0,0.4998920261859894
15493,0,0,0.48295602202415466
49017,0,0,0.49567902088165283
45209,1,1,0.5138717293739319
52130,0,1,0.507646918296814
46510,0,0,0.4946274161338806
16520,1,0,0.48932671546936035
12675,0,0,0.4986010789871216
75192,0,0,0.4981655776500702
34806,0,1,0.5097429156303406
7465,0,0,0.4927046597003937
53914,0,1,0.553696870803833
17392,0,0,0.49273502826690674
42675,0,0,0.4850771427154541
49785,0,0,0.4789416193962097
80957,1,0,0.48963025212287903
91536,0,0,0.48552843928337097
69807,1,1,0.5144822001457214
72945,1,1,0.5105712413787842
50894,1,0,0.4858852028846741
93610,0,1,0.5251896381378174
9251,1,0,0.49410393834114075
90753,0,0,0.48475563526153564
39645,0,1,0.5130138993263245
24980,0,0,0.48309585452079773
31709,0,1,0.5003621578216553
93286,0,0,0.48664864897727966
64781,0,0,0.4688228964805603
64320,0,1,0.5033409595489502
10867,0,1,0.5570203065872192
95803,1,0,0.4989127814769745
83215,1,0,0.4863843023777008
97604,0,0,0.4948630630970001
5716,0,0,0.48667338490486145
81705,0,0,0.499129980802536
4187,0,0,0.4864499866962433
52619,0,0,0.49970531463623047
38720,0,0,0.48862424492836
15029,1,0,0.49189844727516174
41925,1,1,0.5101815462112427
80932,0,0,0.484435498714447
45930,0,1,0.5101948380470276
19647,0,1,0.5098004937171936
36842,0,1,0.5048520565032959
19426,0,1,0.5077314376831055
40953,0,0,0.48355841636657715
38209,1,0,0.4846745729446411
87235,0,0,0.4935069680213928
42160,0,1,0.502494215965271
49670,1,1,0.5063143968582153
45126,1,0,0.4790897071361542
86329,1,1,0.5065004825592041
48930,1,1,0.5015502572059631
12039,0,0,0.4985945522785187
